CountryName	CountryCode	Time	Time Code	Population_total	Population_ages_0_14 	Population_ages_15_64	Population_ages_over65	Age_dependency_ratio_young	Age_dependency_ratio	Death_rate	Birth_rate
Albania	ALB	2012	YR2012	2900489	21.32954788	68.10437775	10.56613636	31.31889883	15.51464037	6.812	12.756
Albania	ALB	2013	YR2013	2897366	20.62915522	68.64311305	10.72773173	30.05276437	15.62829023	6.905	12.877
Albania	ALB	2014	YR2014	2894475	20.00374834	69.01503824	10.98121343	28.98459819	15.91131059	0	0
Algeria	DZA	1990	YR1990	26239708	43.83546829	52.96093369	3.203598976	82.76944308	6.048985111	6.154	32.236
Algeria	DZA	2000	YR2000	31719449	34.19760513	61.91415405	3.888239145	55.23390422	6.280048571	5.252	19.595
Algeria	DZA	2005	YR2005	33960903	28.87620163	66.71760559	4.406190395	43.28123333	6.604239289	5.447	21.08
Algeria	DZA	2006	YR2006	34507214	28.20806122	67.29236603	4.499572277	41.91866394	6.686601161	5.517	21.918
Algeria	DZA	2007	YR2007	35097043	27.70055962	67.71003723	4.589400768	40.91056467	6.778021463	5.591	22.759
Algeria	DZA	2008	YR2008	35725377	27.35440636	67.98014832	4.665445328	40.23881664	6.862952914	5.666	23.516
Algeria	DZA	2009	YR2009	36383302	27.16453362	68.12032318	4.715154648	39.87728098	6.921803263	5.738	24.122
Algeria	DZA	2010	YR2010	37062820	27.12007141	68.14699554	4.732931614	39.79642952	6.945180538	5.802	24.514
Algeria	DZA	2011	YR2011	37762962	27.21127701	68.07543945	4.713290215	39.97223824	6.923628158	5.855	24.658
Algeria	DZA	2012	YR2012	38481705	27.4187088	67.91448212	4.666799545	40.37240444	6.8715821	5.895	24.579
Algeria	DZA	2013	YR2013	39208194	27.7771172	67.62549175	4.597391045	41.07492083	6.798310705	5.922	24.312
Algeria	DZA	2014	YR2014	39928947	28.04418559	67.35211675	4.603697663	41.63816513	6.83526797	0	0
American Samoa	ASM	1990	YR1990	47044	0	0	0	0	0	0	0
American Samoa	ASM	2000	YR2000	57522	0	0	0	0	0	0	0
American Samoa	ASM	2005	YR2005	59117	0	0	0	0	0	0	0
American Samoa	ASM	2006	YR2006	58652	0	0	0	0	0	4	21.6
American Samoa	ASM	2007	YR2007	57919	0	0	0	0	0	0	0
American Samoa	ASM	2008	YR2008	57053	0	0	0	0	0	0	0
American Samoa	ASM	2009	YR2009	56245	0	0	0	0	0	0	0
American Samoa	ASM	2010	YR2010	55636	0	0	0	0	0	0	18.7
American Samoa	ASM	2011	YR2011	55274	0	0	0	0	0	0	0
American Samoa	ASM	2012	YR2012	55128	0	0	0	0	0	0	0
American Samoa	ASM	2013	YR2013	55165	0	0	0	0	0	0	0
American Samoa	ASM	2014	YR2014	55320	0	0	0	0	0	0	0
Andorra	ADO	1990	YR1990	54511	0	0	0	0	0	0	11.9
Andorra	ADO	2000	YR2000	65399	0	0	0	0	0	0	11.3
Andorra	ADO	2005	YR2005	81223	0	0	0	0	0	3.6	10.7
Andorra	ADO	2006	YR2006	81877	0	0	0	0	0	3.3	10.6
Andorra	ADO	2007	YR2007	81292	0	0	0	0	0	2.8	10.1
Andorra	ADO	2008	YR2008	79969	0	0	0	0	0	2.8	10.4
Andorra	ADO	2009	YR2009	78659	0	0	0	0	0	3.2	9.9
Andorra	ADO	2010	YR2010	77907	0	0	0	0	0	2.8	9.8
Andorra	ADO	2011	YR2011	77865	0	0	0	0	0	0	0
Andorra	ADO	2012	YR2012	78360	0	0	0	0	0	3.9	9.5
Andorra	ADO	2013	YR2013	79218	0	0	0	0	0	0	0
Andorra	ADO	2014	YR2014	80153	0	0	0	0	0	0	0
Angola	AGO	1990	YR1990	10333844	47.46974945	49.93378067	2.596468449	95.06540501	5.199823491	23.443	52.587
Angola	AGO	2000	YR2000	13924930	47.63340378	49.89591217	2.470683813	95.46553951	4.95167582	19.408	50.477
Angola	AGO	2005	YR2005	16544376	47.77743149	49.76740265	2.455166578	96.00146034	4.933282777	16.638	49.224
Angola	AGO	2006	YR2006	17122409	47.81615067	49.7340889	2.449766159	96.14361705	4.925728721	16.257	48.825
Angola	AGO	2007	YR2007	17712824	47.85136032	49.70496368	2.443658829	96.27078266	4.916327556	15.906	48.33
Angola	AGO	2008	YR2008	18314441	47.87041092	49.6927681	2.436831236	96.33274669	4.903794141	15.565	47.739
Angola	AGO	2009	YR2009	18926650	47.8585968	49.71216965	2.429241419	96.27139263	4.886613111	15.227	47.063
Angola	AGO	2010	YR2010	19549124	47.80661392	49.77217484	2.421213388	96.05088333	4.864592318	14.887	46.327
Angola	AGO	2011	YR2011	20180490	47.7131691	49.8742981	2.412508249	95.66684266	4.837177361	14.547	45.566
Angola	AGO	2012	YR2012	20820525	47.58179855	50.01420975	2.40399313	95.13655765	4.806620353	14.212	44.819
Angola	AGO	2013	YR2013	21471618	47.50084973	50.09719808	2.401952196	94.81737811	4.794583905	13.887	44.117
Angola	AGO	2014	YR2014	22137261	47.2609597	50.33911829	2.399922014	93.88515594	4.767509038	0	0
Antigua and Barbuda	ATG	1990	YR1990	61906	29.6966362	62.26052475	8.04283905	47.69737696	12.91803959	7.137	18.779
Antigua and Barbuda	ATG	2000	YR2000	77648	29.21903992	63.70157623	7.07938385	45.86862908	11.11335746	6.817	20.24
Antigua and Barbuda	ATG	2005	YR2005	82565	28.32798386	64.40501404	7.267001629	43.98412818	11.28328569	6.462	18.599
Antigua and Barbuda	ATG	2006	YR2006	83467	27.98111916	64.72498322	7.29390049	43.23078632	11.2690656	6.425	18.214
Antigua and Barbuda	ATG	2007	YR2007	84397	27.57917976	65.1207962	7.298837662	42.35080058	11.20815138	6.391	17.848
Antigua and Barbuda	ATG	2008	YR2008	85349	27.13564301	65.57077789	7.290067673	41.38374669	11.11786148	6.353	17.513
Antigua and Barbuda	ATG	2009	YR2009	86300	26.68366241	66.05098724	7.265353203	40.39858251	10.99961405	6.311	17.216
Antigua and Barbuda	ATG	2010	YR2010	87233	26.23319244	66.53330994	7.233500957	39.42866004	10.87199986	6.266	16.966
Antigua and Barbuda	ATG	2011	YR2011	88152	25.7918148	67.01605988	7.190988064	38.48601801	10.73024579	6.218	16.763
Antigua and Barbuda	ATG	2012	YR2012	89069	25.35786819	67.50160217	7.141654015	37.56632237	10.57997771	6.173	16.595
Antigua and Barbuda	ATG	2013	YR2013	89985	24.95304773	67.92243152	7.124520753	36.73756545	10.48920157	6.134	16.451
Antigua and Barbuda	ATG	2014	YR2014	90903	24.55804539	68.32447774	7.117476871	35.94326104	10.41716981	0	0
Argentina	ARG	1990	YR1990	32624874	30.69330406	60.24624634	9.060448647	50.94641832	15.03902619	8.271	21.72
Argentina	ARG	2000	YR2000	36903067	27.92469978	62.13665009	9.938651085	44.94078803	15.99482868	7.813	18.757
Argentina	ARG	2005	YR2005	38647854	26.32169914	63.44551086	10.23279095	41.48709593	16.12847104	7.763	17.66
Argentina	ARG	2006	YR2006	38988923	26.00703239	63.69416046	10.29880428	40.83111044	16.16915053	7.753	17.564
Argentina	ARG	2007	YR2007	39331357	25.70219803	63.92808914	10.36971569	40.20485778	16.22090708	7.744	17.481
Argentina	ARG	2008	YR2008	39676083	25.41035271	64.14311981	10.44653034	39.61508914	16.2862836	7.738	17.396
Argentina	ARG	2009	YR2009	40023641	25.13440514	64.33537292	10.53022861	39.06778417	16.3677123	7.732	17.301
Argentina	ARG	2010	YR2010	40374224	24.87633133	64.50208282	10.62158871	38.56671178	16.46704783	7.728	17.188
Argentina	ARG	2011	YR2011	40728738	24.6366272	64.64280701	10.72056293	38.11193701	16.58430884	7.724	17.057
Argentina	ARG	2012	YR2012	41086927	24.41505241	64.75757599	10.8273735	37.70223421	16.71985588	7.72	16.911
Argentina	ARG	2013	YR2013	41446246	24.23395354	64.81808268	10.94796378	37.38764329	16.89029253	7.713	16.756
Argentina	ARG	2014	YR2014	41803125	24.03007191	64.89628467	11.07364342	37.02842472	17.06360152	0	0
Armenia	ARM	1990	YR1990	3544695	30.37076569	64.00778961	5.621442795	47.44854402	8.782435042	8.453	21.6
Armenia	ARM	2000	YR2000	3076098	25.86052132	64.14506531	9.994415283	40.31568571	15.5809575	8.476	13.201
Armenia	ARM	2005	YR2005	3014917	21.90269279	66.4963913	11.60091591	32.93816724	17.44593381	8.443	14.061
Armenia	ARM	2006	YR2006	3002911	21.41651917	67.02772522	11.55578709	31.95173051	17.24030857	8.477	14.152
Armenia	ARM	2007	YR2007	2989882	21.06377411	67.57453918	11.36168575	31.17116966	16.81356009	8.514	14.201
Armenia	ARM	2008	YR2008	2977488	20.82026863	68.10398865	11.0757122	30.57129246	16.26294267	8.549	14.219
Armenia	ARM	2009	YR2009	2968154	20.64754677	68.56996155	10.78252697	30.11165147	15.72485508	8.58	14.201
Armenia	ARM	2010	YR2010	2963496	20.51495934	68.93729401	10.54774475	29.75886878	15.30049135	8.611	14.14
Armenia	ARM	2011	YR2011	2964120	20.4136467	69.19297791	10.39340496	29.50248249	15.02089506	8.644	14.033
Armenia	ARM	2012	YR2012	2969081	20.34498215	69.34475708	10.31026077	29.33889034	14.86811903	8.685	13.884
Armenia	ARM	2013	YR2013	2976566	20.24880349	69.40202233	10.34917418	29.17610007	14.91192019	8.737	13.699
Armenia	ARM	2014	YR2014	2983990	20.22530236	69.4107554	10.36394224	29.13857117	14.93132034	0	0
Aruba	ABW	1990	YR1990	62148	24.54946327	67.7962265	7.654309273	36.21066122	11.29016946	7.061	19.571
Aruba	ABW	2000	YR2000	90858	23.17902756	69.24211121	7.578859329	33.47533062	10.94544761	6.97	14.187
Aruba	ABW	2005	YR2005	100031	21.4733429	69.93831635	8.588337898	30.70325901	12.27987421	7.305	12.312
Aruba	ABW	2006	YR2006	100830	21.31210899	69.81056976	8.879302025	30.52848416	12.71913624	7.4	11.977
Aruba	ABW	2007	YR2007	101219	21.23119164	69.56302643	9.205781937	30.52079931	13.23372768	7.508	11.653
Aruba	ABW	2008	YR2008	101344	21.17342949	69.26409149	9.562479973	30.56912886	13.80582663	7.629	11.346
Aruba	ABW	2009	YR2009	101418	21.04951859	69.02029419	9.931176186	30.49757854	14.38877698	7.763	11.06
Aruba	ABW	2010	YR2010	101597	20.80966949	68.89081573	10.29951668	30.20674087	14.95049363	7.906	10.804
Aruba	ABW	2011	YR2011	101932	20.43421173	68.90377808	10.66102886	29.65615434	15.47234285	8.055	10.584
Aruba	ABW	2012	YR2012	102384	19.94745255	69.03129578	11.02027702	28.8962463	15.96417505	8.207	10.409
Aruba	ABW	2013	YR2013	102911	19.38471106	69.28219529	11.33309364	27.97935455	16.35787318	8.359	10.28
Aruba	ABW	2014	YR2014	103431	18.82801094	69.41632586	11.7556632	27.1233182	16.93501212	0	0
Australia	AUS	1990	YR1990	17065100	22.03054237	66.87373352	11.09572792	32.94349167	16.59205706	7	15.4
Australia	AUS	2000	YR2000	19153000	20.74142456	66.8660965	12.39248276	31.01934486	18.53328173	6.7	13
Australia	AUS	2005	YR2005	20394800	19.75659561	67.31537628	12.92802525	29.34930536	19.20516058	6.4	12.8
Australia	AUS	2006	YR2006	20697900	19.54893303	67.44605255	13.00502396	28.98454912	19.28211321	6.4	12.9
Australia	AUS	2007	YR2007	20827600	19.34509468	67.58296204	13.07192516	28.62421887	19.34204036	6.7	14.1
Australia	AUS	2008	YR2008	21249200	19.163414	67.68566895	13.15091896	28.31236469	19.42939913	6.7	14
Australia	AUS	2009	YR2009	21691700	19.02534294	67.70430756	13.2703495	28.10063723	19.60044845	6.5	13.9
Australia	AUS	2010	YR2010	22031750	18.94330788	67.60871124	13.44797993	28.01903301	19.89089639	6.5	13.7
Australia	AUS	2011	YR2011	22340024	18.91994476	67.38938141	13.69066715	28.07555648	20.315761	6.6	13.6
Australia	AUS	2012	YR2012	22728254	18.94627571	67.06570435	13.98803043	28.25032094	20.85720243	6.6	13.7
Australia	AUS	2013	YR2013	23125868	19.07383481	66.59832795	14.32783723	28.64011231	21.5138116	6.3	13.2
Australia	AUS	2014	YR2014	23490736	19.1141079	66.22723689	14.65865521	28.86140334	22.13387764	0	0
Austria	AUT	1990	YR1990	7677850	17.43260574	67.46283722	15.10456085	25.84030527	22.38946502	10.8	11.8
Austria	AUT	2000	YR2000	8011566	17.04982948	67.45179749	15.49837112	25.27705223	22.9769548	9.6	9.8
Austria	AUT	2005	YR2005	8227829	16.02787399	67.91134644	16.06077957	23.60117323	23.64961954	9.1	9.5
Austria	AUT	2006	YR2006	8268641	15.76507282	67.87470245	16.36026001	23.22672551	24.10361856	9	9.4
Austria	AUT	2007	YR2007	8295487	15.48343563	67.78482819	16.73169899	22.84202862	24.68354543	9	9.2
Austria	AUT	2008	YR2008	8321496	15.20351696	67.66146851	17.13500214	22.4699784	25.32461904	9	9.3
Austria	AUT	2009	YR2009	8343323	14.95315552	67.53262329	17.51422119	22.14211997	25.93445873	9.3	9.2
Austria	AUT	2010	YR2010	8363404	14.75224018	67.41777039	17.82998657	21.88181762	26.44701416	9.2	9.4
Austria	AUT	2011	YR2011	8391643	14.60754299	67.32214355	18.07032967	21.69797895	26.84159156	9.1	9.3
Austria	AUT	2012	YR2012	8429991	14.51326275	67.23709869	18.24962807	21.5852067	27.1422021	9.4	9.4
Austria	AUT	2013	YR2013	8479375	14.48694519	67.15370956	18.35934525	21.57280679	27.33929084	9.4	9.4
Austria	AUT	2014	YR2014	8534492	14.45537165	67.04720112	18.49742723	21.56000082	27.58865655	0	0
Azerbaijan	AZE	1990	YR1990	7159000	34.18895721	61.64471817	4.166325569	55.46128668	6.758604125	6.1	25.9
Azerbaijan	AZE	2000	YR2000	8048600	31.07320976	63.3301239	5.59666729	49.0654455	8.837284401	5.8	14.5
Azerbaijan	AZE	2005	YR2005	8391850	26.01128578	67.56801605	6.42069912	38.4964429	9.502563134	6.2	16.9
Azerbaijan	AZE	2006	YR2006	8484550	25.13187027	68.46204376	6.40610075	36.70920289	9.357160368	6.2	17.6
Azerbaijan	AZE	2007	YR2007	8581300	24.34432411	69.32936859	6.326274395	35.11400636	9.124963168	6.3	17.7
Azerbaijan	AZE	2008	YR2008	8763400	23.66661835	70.13182068	6.201582909	33.74589891	8.842759731	6	17.4
Azerbaijan	AZE	2009	YR2009	8947243	23.1140728	70.82595062	6.059991837	32.63502904	8.556171167	5.9	17
Azerbaijan	AZE	2010	YR2010	9054332	22.69345856	71.38262939	5.923911095	31.79128979	8.298820093	5.9	18.3
Azerbaijan	AZE	2011	YR2011	9173082	22.40792465	71.79402161	5.798054218	31.21140515	8.07595338	5.9	19.2
Azerbaijan	AZE	2012	YR2012	9295784	22.246418	72.06813049	5.685480118	30.8685925	7.889035538	5.9	18.8
Azerbaijan	AZE	2013	YR2013	9416801	22.2119591	72.18062086	5.607420045	30.7727481	7.768601485	5.8	18.3
Azerbaijan	AZE	2014	YR2014	9537823	22.19431508	72.23355359	5.572131335	30.72576445	7.714048666	0	0
Bahamas. The	BHS	1990	YR1990	256338	32.43452072	63.24930191	4.316176414	51.28043816	6.824069277	5.495	23.823
Bahamas. The	BHS	2000	YR2000	297759	29.27535439	65.37165833	5.352986813	44.78294375	8.18854354	5.607	17.617
Bahamas. The	BHS	2005	YR2005	329088	25.56337547	68.21579742	6.220828533	37.47427502	9.119337164	5.627	15.347
Bahamas. The	BHS	2006	YR2006	335622	24.85832214	68.78065491	6.361918926	36.14144678	9.249576552	5.676	15.361
Bahamas. The	BHS	2007	YR2007	342049	24.19302559	69.31550598	6.490882874	34.90275968	9.364257907	5.73	15.431
Bahamas. The	BHS	2008	YR2008	348340	23.57352066	69.80249023	6.623988152	33.77174584	9.489615464	5.787	15.5
Bahamas. The	BHS	2009	YR2009	354492	23.00503349	70.2199173	6.775047302	32.76140509	9.648326397	5.843	15.538
Bahamas. The	BHS	2010	YR2010	360498	22.49138641	70.55129242	6.957320213	31.87948226	9.861364494	5.9	15.531
Bahamas. The	BHS	2011	YR2011	366331	22.02980423	70.79717255	7.172475338	31.11678337	10.13101885	5.958	15.479
Bahamas. The	BHS	2012	YR2012	371960	21.62194824	70.9595108	7.41880846	30.47082492	10.45498805	6.02	15.404
Bahamas. The	BHS	2013	YR2013	377374	21.32711846	70.9757429	7.697138648	30.04846104	10.84474545	6.089	15.323
Bahamas. The	BHS	2014	YR2014	382571	21.03217442	70.98185696	7.985968618	29.63035249	11.25071808	0	0
Bahrain	BHR	1990	YR1990	495944	32.69945908	65.12408447	2.176455498	50.21100443	3.342012948	3.387	29.27
Bahrain	BHR	2000	YR2000	668239	30.84704781	66.71565247	2.437301636	46.23659773	3.653268135	2.801	21.228
Bahrain	BHR	2005	YR2005	879534	26.90629387	70.85024261	2.243460655	37.97628829	3.166482656	2.474	18.62
Bahrain	BHR	2006	YR2006	950951	25.16649055	72.65431976	2.179817915	34.63867062	3.00025908	2.424	18.052
Bahrain	BHR	2007	YR2007	1032353	23.30859756	74.57546234	2.115942955	31.25504948	2.837317927	2.382	17.521
Bahrain	BHR	2008	YR2008	1116038	21.65535545	76.28019714	2.064625025	28.38922327	2.706633025	2.348	17.048
Bahrain	BHR	2009	YR2009	1191539	20.47914505	77.48516846	2.035518885	26.4297613	2.626978574	2.324	16.633
Bahrain	BHR	2010	YR2010	1251513	19.86819077	78.09915161	2.032659769	25.43970306	2.602665586	2.309	16.265
Bahrain	BHR	2011	YR2011	1292764	19.80864334	78.12988281	2.061629295	25.35347785	2.63872044	2.301	15.922
Bahrain	BHR	2012	YR2012	1317827	20.1646347	77.71611786	2.11909461	25.9465281	2.726711738	2.301	15.579
Bahrain	BHR	2013	YR2013	1332171	20.98987292	76.77115025	2.238976828	27.34083422	2.916429962	2.305	15.214
Bahrain	BHR	2014	YR2014	1344111	21.33082759	76.37479345	2.294378961	27.92914602	3.004104964	0	0
Bangladesh	BGD	1990	YR1990	107385847	42.05423737	54.19936752	3.746395111	77.59174914	6.912248539	10.066	35.119
Bangladesh	BGD	2000	YR2000	132383265	36.97663498	58.96641541	4.056950092	62.70795835	6.880102969	7.239	27.028
Bangladesh	BGD	2005	YR2005	143135180	34.29788971	61.4041214	4.297991753	55.85600557	6.999516446	6.43	23.442
Bangladesh	BGD	2006	YR2006	144868702	33.77545547	61.86644363	4.358098507	54.59414423	7.044365935	6.308	22.8
Bangladesh	BGD	2007	YR2007	146457067	33.25477219	62.32273483	4.422496796	53.35897423	7.096121053	6.195	22.225
Bangladesh	BGD	2008	YR2008	147969967	32.73153687	62.78017044	4.488289833	52.13674414	7.149215804	6.091	21.725
Bangladesh	BGD	2009	YR2009	149503100	32.20162964	63.24684525	4.5515275	50.91420751	7.19645018	5.994	21.298
Bangladesh	BGD	2010	YR2010	151125475	31.66383553	63.72655487	4.609610081	49.68703488	7.233420969	5.903	20.934
Bangladesh	BGD	2011	YR2011	152862431	31.11987877	64.21744537	4.662678719	48.46016295	7.260766404	5.817	20.614
Bangladesh	BGD	2012	YR2012	154695368	30.57365036	64.71382141	4.712532043	47.24439044	7.282110818	5.736	20.311
Bangladesh	BGD	2013	YR2013	156594962	29.99889869	65.22159251	4.779508807	45.99534837	7.328108105	5.661	20.005
Bangladesh	BGD	2014	YR2014	158512570	29.48852132	65.69058151	4.820897169	44.89002935	7.338795088	0	0
Barbados	BRB	1990	YR1990	259336	23.98008728	65.98890686	10.03100204	36.33957215	15.20104246	9.747	15.931
Barbados	BRB	2000	YR2000	267190	21.90052032	66.59081268	11.50866413	32.88819946	17.28266001	9.941	13.463
Barbados	BRB	2005	YR2005	273568	20.58939552	68.56101227	10.84958744	30.03076332	15.82471836	9.799	13.089
Barbados	BRB	2006	YR2006	274923	20.31295967	68.99095154	10.69644928	29.44293306	15.50413345	9.697	13.043
Barbados	BRB	2007	YR2007	276277	20.03749847	69.40172577	10.55932999	28.8717593	15.21479496	9.586	13
Barbados	BRB	2008	YR2008	277634	19.77171326	69.77243042	10.45657253	28.33742876	14.98668126	9.478	12.957
Barbados	BRB	2009	YR2009	279006	19.52825356	70.07017517	10.40085125	27.86956522	14.84347826	9.377	12.91
Barbados	BRB	2010	YR2010	280396	19.31660843	70.27632141	10.4070673	27.48665327	14.80878144	9.289	12.859
Barbados	BRB	2011	YR2011	281804	19.138834	70.37976837	10.48104382	27.19365915	14.89212587	9.214	12.802
Barbados	BRB	2012	YR2012	283221	18.99258804	70.38425446	10.62315273	26.98414291	15.09308077	9.15	12.74
Barbados	BRB	2013	YR2013	284644	18.8786695	70.25266649	10.86866402	26.87253088	15.47082062	9.096	12.676
Barbados	BRB	2014	YR2014	286066	18.77049352	70.13905882	11.09044766	26.76182692	15.81208509	0	0
Belarus	BLR	1990	YR1990	10189000	23.07188416	66.28024292	10.64787388	34.8095907	16.06493068	10.7	13.9
Belarus	BLR	2000	YR2000	10005000	18.63977814	67.92935181	13.43087101	27.43994849	19.77182692	13.5	9.4
Belarus	BLR	2005	YR2005	9663000	15.53681755	69.79351807	14.66966343	22.26112179	21.01866685	14.7	9.4
Belarus	BLR	2006	YR2006	9604000	15.18851852	70.15930176	14.65214539	21.64861336	20.8841099	14.4	10.1
Belarus	BLR	2007	YR2007	9560000	14.96161652	70.51708221	14.52126789	21.21701721	20.59255057	13.9	10.8
Belarus	BLR	2008	YR2008	9528000	14.84406185	70.83607483	14.31986713	20.95550905	20.21550211	14.1	11.3
Belarus	BLR	2009	YR2009	9507000	14.81295204	71.07581329	14.11121464	20.84105229	19.85374664	14.2	11.5
Belarus	BLR	2010	YR2010	9490000	14.84848404	71.20830536	13.94321156	20.85217859	19.58088204	14.4	11.4
Belarus	BLR	2011	YR2011	9473000	14.94635487	71.22302246	13.83062363	20.9852827	19.41875426	14.3	11.5
Belarus	BLR	2012	YR2012	9464000	15.10427761	71.12935638	13.76635456	21.23494544	19.35397424	13.4	12.2
Belarus	BLR	2013	YR2013	9466000	15.30315567	70.87360493	13.8232394	21.5921847	19.5040763	13.2	12.5
Belarus	BLR	2014	YR2014	9470000	15.51227603	70.65441834	13.83330563	21.95514763	19.57882658	0	0
Belgium	BEL	1990	YR1990	9967379	18.04972458	66.8915863	15.05868626	26.98354276	22.51207303	10.4	12.4
Belgium	BEL	2000	YR2000	10251250	17.55860138	65.51959229	16.92180252	26.79900789	25.82708424	10.2	11.4
Belgium	BEL	2005	YR2005	10478617	17.08399582	65.65474701	17.26125908	26.02095525	26.29095213	9.9	11.4
Belgium	BEL	2006	YR2006	10547958	16.99121284	65.78702545	17.22177315	25.82760404	26.17806291	9.6	11.6
Belgium	BEL	2007	YR2007	10625700	16.90189362	65.94733429	17.15076828	25.6293877	26.00676203	9.5	11.7
Belgium	BEL	2008	YR2008	10709973	16.8276062	66.08538055	17.08701515	25.46343275	25.85597408	9.8	11.9
Belgium	BEL	2009	YR2009	10796493	16.7828846	66.13670349	17.08041573	25.37605149	25.82592542	9.7	11.8
Belgium	BEL	2010	YR2010	10920272	16.77650833	66.05982971	17.16366577	25.3959259	25.98200172	9.6	11.9
Belgium	BEL	2011	YR2011	11047744	16.81137276	65.83598328	17.35266495	25.53522834	26.35741706	9.4	11.6
Belgium	BEL	2012	YR2012	11128246	16.88110352	65.48615265	17.6327877	25.7781312	26.9259797	9.8	11.5
Belgium	BEL	2013	YR2013	11182817	16.98550206	65.03150621	17.98299172	26.11888805	27.65273803	9.8	11.2
Belgium	BEL	2014	YR2014	11225207	17.0692508	64.60689744	18.32385176	26.42017148	28.36206324	0	0
Belize	BLZ	1990	YR1990	187552	43.45994568	52.40946579	4.130587578	82.92385167	7.881377486	5.442	35.901
Belize	BLZ	2000	YR2000	238586	40.21317291	55.50786591	4.278960228	72.44589758	7.708745488	5.487	29.15
Belize	BLZ	2005	YR2005	271920	37.91482925	57.9876442	4.097528458	65.38432268	7.066210046	4.978	26.517
Belize	BLZ	2006	YR2006	278985	37.43928909	58.51246643	4.048604965	63.98515079	6.919217599	4.885	26.042
Belize	BLZ	2007	YR2007	286196	36.9575386	59.0448494	3.996561766	62.59231643	6.76868816	4.8	25.598
Belize	BLZ	2008	YR2008	293544	36.46778488	59.58288956	3.948641539	61.20513202	6.62713977	4.721	25.185
Belize	BLZ	2009	YR2009	301016	35.96685791	60.11873245	3.914409876	59.82637718	6.511131864	4.651	24.803
Belize	BLZ	2010	YR2010	308595	35.45488358	60.64583206	3.899285555	58.4621961	6.429601924	4.591	24.443
Belize	BLZ	2011	YR2011	316280	34.93075943	61.16415787	3.905084133	57.10984751	6.384595503	4.541	24.097
Belize	BLZ	2012	YR2012	324060	34.39980316	61.67098618	3.929519176	55.77955577	6.371746951	4.5	23.755
Belize	BLZ	2013	YR2013	331900	33.85929497	62.16510997	3.975595059	54.46671772	6.395219216	4.466	23.41
Belize	BLZ	2014	YR2014	339758	33.35050242	62.62898887	4.020508715	53.25090349	6.419565105	0	0
Benin	BEN	1990	YR1990	5001271	45.99008942	50.67419815	3.335711956	90.75642156	6.582663669	14.471	46.302
Benin	BEN	2000	YR2000	6949366	45.43028641	51.6616478	2.908063889	87.93813195	5.629057448	12.37	42.707
Benin	BEN	2005	YR2005	8182362	44.51775742	52.67420197	2.808040142	84.51529167	5.330958697	10.964	40.476
